,sampleId,sampleGroup,SVA,Alu,HERV,PolyA,total,L1
0,06ebee53-f158-49d7-baf2-6910780f023b,ACC,1.0,5.0,1.0,1.0,8,0.0
1,0820ab39-407d-4326-8482-9c0c0fcc66f6,ACC,1.0,7.0,0.0,1.0,11,2.0
2,084af283-eb9b-4327-add2-04227e78aff9,ACC,5.0,24.0,1.0,0.0,30,0.0
3,0cbbae7f-c50f-43ed-8b3e-da334238a5bb,ACC,2.0,18.0,2.0,0.0,22,0.0
4,0ecde3de-4840-4090-9041-201e9d8bd162,ACC,0.0,2.0,0.0,0.0,2,0.0
5,11e51bf3-39c0-459c-978c-d8c2e8a7e524,ACC,0.0,18.0,0.0,1.0,20,1.0
6,122f132f-a667-400c-ad54-025b84f753ab,ACC,2.0,8.0,0.0,1.0,11,0.0
7,129991af-5ccc-4aea-be5c-fd2160a609d5,ACC,0.0,14.0,1.0,0.0,16,1.0
8,166877e2-806e-4d9f-abcc-5281d9e4e3af,ACC,2.0,19.0,2.0,0.0,23,0.0
9,18acca5d-0f72-48bc-8ad0-4f3df5cc3c67,ACC,2.0,20.0,2.0,0.0,26,2.0
10,19d9b47d-3ec4-4871-a410-c958f3f9723a,ACC,0.0,23.0,0.0,0.0,23,0.0
11,1d3534e1-ce58-41b7-8dcf-05aeee0d95ff,ACC,0.0,8.0,0.0,1.0,10,1.0
12,20d99773-edcf-4e86-bd43-16fc034c34c0,ACC,1.0,28.0,4.0,0.0,35,2.0
13,246cc6ff-6a06-431f-8078-be40fe5dc99c,ACC,2.0,5.0,1.0,0.0,8,0.0
14,26a58a4b-2a8a-47e7-abd2-7f9750fed652,ACC,0.0,10.0,0.0,0.0,10,0.0
15,2743c5c4-929d-44d6-beb3-e1affdd87016,ACC,0.0,9.0,1.0,1.0,11,0.0
16,2adc136b-0500-4abe-b5e5-611d2bb28e38,ACC,1.0,33.0,3.0,1.0,38,0.0
17,2adc7705-30d5-4871-a632-80d679670a1a,ACC,1.0,10.0,1.0,1.0,14,1.0
18,2e4f0b69-8f97-43b3-8be1-576816aa75c9,ACC,1.0,9.0,1.0,1.0,12,0.0
19,3322d289-c7d0-41d8-9e70-e1b4d9095ef2,ACC,1.0,30.0,3.0,0.0,35,1.0
20,3611ab81-a2a0-495a-afd9-07f1c11c4c17,ACC,2.0,14.0,2.0,0.0,18,0.0
21,3a18537c-9099-418c-9342-6e6e6e30f76f,ACC,3.0,20.0,1.0,1.0,25,0.0
22,4a391359-43c8-48d4-8854-3e292d24afd3,ACC,0.0,2.0,1.0,1.0,4,0.0
23,4ecfcd84-2911-4450-ad27-31e3c180eb14,ACC,2.0,22.0,2.0,0.0,26,0.0
24,53e2bd3c-80d1-4322-b946-0b7a51830269,ACC,0.0,11.0,4.0,2.0,18,1.0
25,55185c76-b6cb-49b7-8bdf-561d04f8b3e3,ACC,2.0,9.0,3.0,1.0,15,0.0
26,55e2693d-e7cf-4095-89bc-78f604da41f1,ACC,1.0,0.0,0.0,0.0,1,0.0
27,565d87ea-2a74-4861-a597-129faf790221,ACC,0.0,28.0,4.0,2.0,34,0.0
28,65457a75-dece-4cec-bd51-57f551d589a6,ACC,0.0,9.0,1.0,0.0,10,0.0
29,663b7841-9f80-4229-b674-ea44a16b9b48,ACC,1.0,6.0,2.0,1.0,10,0.0
30,6ad8ba5e-e37a-42f9-8012-ffc63c029841,ACC,3.0,21.0,0.0,2.0,26,0.0
31,7b0c2b6c-4780-47b9-81b8-30fa00a7b6ac,ACC,0.0,23.0,1.0,0.0,25,1.0
32,8232cb81-ddd1-4ad4-a6bc-a9fef00c174e,ACC,2.0,19.0,0.0,0.0,22,1.0
33,93bb0dca-ccb2-40ff-88aa-c4d74d1006eb,ACC,1.0,28.0,0.0,0.0,30,1.0
34,a4051793-841b-4e57-93b8-86cd1c934d6f,ACC,0.0,2.0,0.0,0.0,2,0.0
35,a8aba4fd-07e4-4b21-9f33-f79843a0ec37,ACC,0.0,11.0,2.0,0.0,13,0.0
36,ab6e229e-b848-4540-929a-aa5b1e0a8160,ACC,0.0,6.0,0.0,0.0,6,0.0
37,ab8bc774-cfb3-4d65-8b84-4b36f5b466a1,ACC,0.0,27.0,2.0,0.0,31,2.0
38,abe83f7f-3432-4e12-9758-9a5efd08cbc0,ACC,2.0,15.0,0.0,0.0,17,0.0
39,af33883a-9b95-4946-8542-b1a01b9bb9a6,ACC,1.0,12.0,0.0,0.0,14,1.0
40,b095cb70-b7de-4e67-8481-166375d4bde2,ACC,0.0,3.0,0.0,0.0,3,0.0
41,b2f912fc-18c3-48c0-a310-833ea9781a49,ACC,1.0,9.0,0.0,0.0,10,0.0
42,b3b661ca-40b6-4694-a6cf-6dce5710234c,ACC,0.0,10.0,2.0,0.0,12,0.0
43,b5c901d3-03fa-4a4e-a717-3fcca5fed40d,ACC,3.0,11.0,2.0,1.0,18,1.0
44,b81e0a31-76a0-42ab-9340-436b10f4aea4,ACC,2.0,7.0,1.0,3.0,13,0.0
45,bc224791-fbdc-43b6-860f-0d5ae42a03a0,ACC,1.0,9.0,3.0,3.0,17,1.0
46,bd2004e3-31de-483f-b26f-bd9c718e2e3b,ACC,0.0,14.0,1.0,0.0,15,0.0
47,c30d89f6-83bb-40cd-9931-a34a431ef55f,ACC,3.0,22.0,4.0,2.0,34,3.0
48,c5312217-5f17-4080-af01-d5ab5f5f4bea,ACC,0.0,14.0,1.0,0.0,15,0.0
49,ca8350f6-113c-407f-8df4-bfe25cc11df8,ACC,0.0,16.0,0.0,1.0,19,2.0
50,cc1883f9-7e23-414a-b401-b36ce6c14128,ACC,3.0,16.0,0.0,0.0,19,0.0
51,cd565043-f553-4c54-8f3b-2950cba8ed9a,ACC,0.0,16.0,1.0,0.0,18,1.0
52,cdeb3cfc-52d4-453d-82c2-e9dea29e71d1,ACC,2.0,17.0,1.0,1.0,21,0.0
53,ce311ca7-be74-4008-9ce9-ce10e7fa9f69,ACC,3.0,16.0,3.0,0.0,22,0.0
54,ce4236e2-9d9a-4b69-a03d-5ecff849483f,ACC,0.0,16.0,2.0,0.0,18,0.0
55,d30db9ca-b2f0-472b-8985-661175b9d389,ACC,2.0,23.0,5.0,1.0,31,0.0
56,d39e4612-f223-4b47-9756-3862f0d321d3,ACC,1.0,10.0,1.0,1.0,14,1.0
57,d4f7d2b4-8e3b-40a9-9dc4-c65bdb9c5559,ACC,0.0,16.0,2.0,0.0,18,0.0
58,db075d51-73dc-49b4-84de-1ed6cf6a30e1,ACC,3.0,25.0,2.0,0.0,32,2.0
59,e855451a-901f-4916-90d6-e4b2d50cbf70,ACC,1.0,10.0,1.0,0.0,12,0.0
60,eacd3a48-8056-479a-833f-3e9eaa7b2817,ACC,0.0,25.0,0.0,0.0,25,0.0
61,ee0cc0fc-d7eb-436e-99b5-8fc2965cd970,ACC,2.0,43.0,2.0,0.0,47,0.0
62,eedc1a30-b829-4728-ab73-10086052135e,ACC,2.0,8.0,0.0,1.0,11,0.0
63,fab484b9-2ceb-42f8-a8d4-4308c674966e,ACC,1.0,18.0,3.0,0.0,22,0.0
64,00a4e200-2bae-4c98-8df5-79b567030587,BLCA,6.0,47.0,7.0,4.0,73,9.0
65,01b081ac-9b24-487e-a28f-bd802454e494,BLCA,3.0,109.0,2.0,2.0,131,15.0
66,01b17e79-a2c5-44a7-a7b7-c56a9698629e,BLCA,1.0,18.0,4.0,1.0,30,6.0
67,026813de-bf05-4a3a-b845-0d2e0439235d,BLCA,1.0,16.0,2.0,1.0,25,5.0
68,03415381-9463-4251-8efc-852c28d9c59d,BLCA,1.0,69.0,4.0,1.0,85,10.0
69,0391d2ca-af9d-4391-ab81-802245e6eafd,BLCA,1.0,17.0,4.0,1.0,29,6.0
70,03b1504d-65f4-46d7-9557-178ee754e57b,BLCA,0.0,9.0,1.0,1.0,13,2.0
71,03bc5ee6-4120-45e7-ba24-6329ed403e63,BLCA,0.0,18.0,3.0,0.0,23,2.0
72,03d365ac-2449-415a-a784-cf6efd95a2f7,BLCA,1.0,17.0,1.0,0.0,22,3.0
73,04b7ce17-2c2b-42e5-a27a-2a478302a382,BLCA,1.0,35.0,4.0,0.0,41,1.0
74,058a74ea-89cf-4bb1-921a-29717f6329cf,BLCA,0.0,39.0,1.0,4.0,47,3.0
75,06171be3-94ba-4341-be53-8aa00abc8a05,BLCA,1.0,29.0,1.0,2.0,40,7.0
76,06cf1614-52d7-4c9b-9782-72f56c394d8f,BLCA,1.0,6.0,0.0,0.0,7,0.0
77,070ac5d5-96d8-43b5-8753-f2dc2a3e2fb3,BLCA,0.0,12.0,6.0,0.0,22,4.0
78,071981d2-d6ef-4bb7-b512-b1f1616e3706,BLCA,1.0,13.0,2.0,0.0,20,4.0
79,08ec0b85-ae0a-4eab-9c4c-08930cb65ba6,BLCA,1.0,12.0,1.0,0.0,15,1.0
80,094ff38d-f094-46ec-844c-e8b25c977d7f,BLCA,0.0,18.0,1.0,2.0,23,2.0
81,0a2b699d-8b2a-47aa-8876-1fc4da8522f1,BLCA,1.0,29.0,3.0,0.0,48,15.0
82,0a585e10-870a-4d47-a934-f2d79275be27,BLCA,1.0,27.0,3.0,0.0,31,0.0
83,0a987985-cf18-43f2-8059-0b4c548c7296,BLCA,2.0,19.0,3.0,0.0,31,7.0
84,0db7c4fa-245a-4c54-ad69-0e6718e2fd6c,BLCA,0.0,11.0,0.0,0.0,14,3.0
85,0dd5fa83-3ef3-4d22-9907-24463755c3c4,BLCA,0.0,22.0,4.0,0.0,29,3.0
86,0e46cced-4696-40f7-bee9-c5033ca615e0,BLCA,2.0,15.0,3.0,1.0,23,2.0
87,0e63e63e-e8b8-4b6b-9f69-3c52d05f7402,BLCA,1.0,14.0,3.0,1.0,24,5.0
88,0e88d839-28f5-436b-acd1-81ba4a797e35,BLCA,2.0,15.0,0.0,1.0,23,5.0
89,0f2370f0-3cc2-472e-bc33-2e8c259318a4,BLCA,2.0,17.0,1.0,0.0,21,1.0
90,0fd3fc67-019a-468b-b32f-e2afa934562d,BLCA,1.0,19.0,4.0,0.0,28,4.0
91,0fe9c092-c96a-46af-9fa0-3359c9042e70,BLCA,0.0,12.0,1.0,1.0,14,0.0
92,10185a3d-ce7a-45e9-95a7-2e37e90f5741,BLCA,2.0,13.0,2.0,0.0,22,5.0
93,11963cb6-73e1-4e17-ac93-c1e1b8bfac1c,BLCA,1.0,19.0,0.0,0.0,22,2.0
94,11c94d13-ae00-4e7c-a044-529c4486d0b9,BLCA,0.0,5.0,0.0,2.0,7,0.0
95,11e59164-6a72-4817-b621-cf5c54f13ded,BLCA,1.0,8.0,0.0,0.0,9,0.0
96,122ed337-8387-4b89-b16b-139d0008dbd5,BLCA,0.0,20.0,0.0,0.0,24,4.0
97,1307261a-0580-475f-a667-51dd4cb0c091,BLCA,0.0,6.0,1.0,0.0,9,2.0
98,135abe1a-d3a1-4845-9bd4-e0acf3eca7a6,BLCA,3.0,25.0,5.0,1.0,40,6.0
99,136cdca4-5f90-42b2-a9ea-190a6fe84be4,BLCA,0.0,6.0,1.0,0.0,7,0.0
100,14b263d5-54ae-4661-954b-afb9b73eeb56,BLCA,0.0,22.0,2.0,1.0,29,4.0
101,14ff4542-a504-4d25-a613-ab9d78c33179,BLCA,1.0,34.0,4.0,0.0,41,2.0
102,15f4628b-5def-4ee0-9c1e-2ec21f7c7645,BLCA,0.0,19.0,0.0,1.0,29,9.0
103,1605ed0f-68b5-4be0-9880-bb4b9b5801e4,BLCA,1.0,27.0,2.0,2.0,36,4.0
104,16e7c8c1-4c2e-47d2-b6d9-67e576398e6c,BLCA,5.0,39.0,2.0,0.0,57,11.0
105,17739c05-044c-4656-8083-a7133e029bac,BLCA,1.0,34.0,3.0,2.0,42,2.0
106,17949779-73e6-420c-b87c-06aa58d283d1,BLCA,0.0,10.0,2.0,2.0,14,0.0
107,1afe3735-1712-4d36-898a-2e3a408ff039,BLCA,0.0,19.0,0.0,2.0,22,1.0
108,1bcee365-5cdf-4a9b-af36-2842ec0b8acf,BLCA,1.0,17.0,3.0,0.0,36,15.0
109,1c045b01-ad77-43da-addc-dd754ac2ac2e,BLCA,1.0,36.0,3.0,1.0,44,3.0
110,1c82d98c-5e0d-4f24-95f0-91c4f93a30a0,BLCA,0.0,11.0,2.0,0.0,14,1.0
111,1ca274e4-1cfe-4875-a8a4-775d99d7509a,BLCA,0.0,6.0,1.0,1.0,13,5.0
112,1cf879ba-3c7f-4bf2-9dc1-83623c0acf9d,BLCA,2.0,34.0,2.0,1.0,47,8.0
113,1f464573-dbd2-4968-83d6-64fb9f19789a,BLCA,0.0,12.0,1.0,2.0,17,2.0
114,1f63d746-ac87-4594-b018-a1a9201dd320,BLCA,3.0,21.0,0.0,0.0,28,4.0
115,1f6a1b89-061e-4ad3-926b-b7389ee1ac66,BLCA,2.0,29.0,0.0,1.0,39,7.0
116,202c9840-82dc-4fc8-805c-96092fe75253,BLCA,1.0,11.0,3.0,0.0,20,5.0
117,2174e236-f903-4961-8308-c09a05c42f98,BLCA,2.0,33.0,3.0,3.0,45,4.0
118,21e702a0-4398-40f8-ac5e-9bd6c89f93c0,BLCA,0.0,21.0,1.0,1.0,33,10.0
119,225bbafe-27b6-4922-8d84-a11873a05774,BLCA,0.0,18.0,0.0,0.0,19,1.0
120,22d2653a-c9cf-4679-ba1d-088bfa46ab37,BLCA,0.0,28.0,2.0,1.0,31,0.0
121,231ab503-fd49-487e-8d69-ad76c2c1b38d,BLCA,1.0,43.0,3.0,0.0,62,15.0
122,25e7d030-2b97-4796-9a6a-e706fd125c37,BLCA,2.0,19.0,1.0,0.0,30,8.0
123,2653333e-539c-4666-be91-36b4a6e247b4,BLCA,1.0,13.0,0.0,0.0,15,1.0
124,26a1a274-2b68-4d22-8942-321c718e5bd7,BLCA,0.0,16.0,2.0,0.0,21,3.0
125,26eaf443-6732-45e3-913c-f83eae0acce1,BLCA,0.0,23.0,1.0,2.0,32,6.0
126,27f31fef-0b17-43fe-8be4-5792d8d708b0,BLCA,0.0,9.0,1.0,0.0,12,2.0
127,2839986f-73e0-4c57-9091-7dacde59ab25,BLCA,3.0,22.0,3.0,1.0,31,2.0
128,28752198-ba28-411f-912c-bde85f76d0b0,BLCA,0.0,14.0,1.0,2.0,20,3.0
129,295826fd-0ff5-4982-a80f-0e49c2478acc,BLCA,1.0,15.0,1.0,1.0,28,10.0
130,2a03abac-f1a2-49a9-a57c-7543739dd862,BLCA,0.0,23.0,1.0,0.0,28,4.0
131,2a492ebb-bb1c-469b-ae6d-b41bfd2b2919,BLCA,0.0,15.0,0.0,1.0,18,2.0
132,2a63ed1a-edba-4100-9dd7-2f5083f5e966,BLCA,2.0,17.0,1.0,0.0,33,13.0
133,2bde946e-9525-49af-8e89-abb39d0d0be4,BLCA,2.0,30.0,3.0,3.0,43,5.0
134,2cdfe182-0e80-4faa-a8de-87eb58032383,BLCA,0.0,17.0,3.0,2.0,29,7.0
135,2d7584b4-f6fa-4305-949a-e75101cfd433,BLCA,2.0,12.0,1.0,0.0,16,1.0
136,2e305aee-3542-4f7a-8d85-a0cef1d6d1df,BLCA,1.0,13.0,1.0,1.0,23,7.0
137,2e69ad66-02f4-44e9-9ab5-c721c072379a,BLCA,3.0,42.0,3.0,0.0,57,9.0
138,2f260e7a-a58c-4570-8f62-aaf9fdf0944f,BLCA,1.0,35.0,3.0,2.0,42,1.0
139,2f98f3e4-e226-44f2-bd27-336311c0e70c,BLCA,1.0,40.0,3.0,0.0,44,0.0
140,30330933-d917-40f4-b83f-a3dc58a45f90,BLCA,1.0,13.0,0.0,1.0,19,4.0
141,30720525-c045-49f6-8ad6-72fa2e152649,BLCA,3.0,17.0,2.0,1.0,26,3.0
142,310e9191-a6f7-4f58-a318-d072782acd1e,BLCA,1.0,22.0,0.0,3.0,32,6.0
143,322761b3-5788-4b7d-a0b2-b9df0c53901e,BLCA,1.0,32.0,5.0,1.0,44,5.0
144,3343e178-00be-48bf-bfa8-2e4e1cc3e5df,BLCA,1.0,14.0,3.0,1.0,21,2.0
145,34951c0b-9774-4099-bb55-6561d5064f5c,BLCA,1.0,14.0,6.0,2.0,29,6.0
146,351e5ce4-75dd-4e73-8f0c-4f661708ca6b,BLCA,1.0,14.0,0.0,0.0,18,3.0
147,352ec65a-a6fa-44ea-bbbe-acf570a88dac,BLCA,0.0,14.0,1.0,1.0,16,0.0
148,35669d20-e4c7-4575-89e9-efcab2f74a68,BLCA,1.0,5.0,1.0,0.0,8,1.0
149,35abea6f-4ed2-4827-93b4-c76a8e2189b5,BLCA,1.0,36.0,0.0,3.0,49,9.0
150,3632f2e2-89bc-4b56-b41e-3cbe9869327c,BLCA,1.0,30.0,3.0,2.0,43,7.0
151,36811ec0-fa05-4835-98b5-951e72f2571e,BLCA,0.0,9.0,1.0,0.0,13,3.0
152,36e0deb5-29e7-4737-84ef-a5535cc4c774,BLCA,4.0,24.0,2.0,2.0,44,12.0
153,374f38f5-9310-40f2-9b9b-7a63d34d3e3f,BLCA,0.0,12.0,1.0,2.0,16,1.0
154,3856e654-cf9b-4b3e-a5ea-677966927110,BLCA,0.0,18.0,1.0,2.0,22,1.0
155,38e0d2a0-faca-4df5-a7d1-e707602e9798,BLCA,1.0,18.0,1.0,1.0,25,4.0
156,38edeea0-9e3b-4579-aca3-d535734e9c66,BLCA,0.0,9.0,1.0,1.0,11,0.0
157,395d40db-1203-429f-874d-58649d12a4a0,BLCA,3.0,28.0,4.0,1.0,43,7.0
158,396e6a5a-ba59-4586-82d5-d9dbe42b36cd,BLCA,3.0,16.0,0.0,1.0,25,5.0
159,3a90a9c8-43cb-4f1a-84b6-e1464e0d111a,BLCA,3.0,22.0,0.0,0.0,29,4.0
160,3a9c5a15-478b-4f97-b9d6-27e2de8d1336,BLCA,0.0,19.0,1.0,0.0,25,5.0
161,3b73aff1-186f-4d29-97ad-16ab029d9139,BLCA,1.0,19.0,3.0,1.0,42,18.0
162,3b9df44e-c938-4604-a790-223ce2901b15,BLCA,4.0,41.0,3.0,3.0,61,10.0
163,3ba4ba60-19e6-465e-bc86-48171fb84007,BLCA,0.0,22.0,2.0,1.0,29,4.0
164,3bf796b9-88e5-426f-ac30-a6bc4f802c9d,BLCA,3.0,15.0,1.0,0.0,24,5.0
165,3c09847e-766d-4901-8a73-99bd7fefc087,BLCA,1.0,10.0,2.0,1.0,17,3.0
166,3c26ff88-3375-4462-9505-55d38e8b5b54,BLCA,0.0,14.0,2.0,0.0,16,0.0
167,3c41e321-ed8a-4a67-ba0d-85221b881e95,BLCA,0.0,9.0,3.0,0.0,14,2.0
168,3c70e2c8-cca8-47d0-b1b8-baa377c0b151,BLCA,0.0,32.0,4.0,1.0,37,0.0
169,3c777574-c2e5-4659-82d9-eabb730c4e73,BLCA,0.0,12.0,1.0,0.0,14,1.0
170,3c7b25be-43c6-43da-99ac-992c23c5f19a,BLCA,2.0,20.0,1.0,2.0,30,5.0
171,3d640e45-1cb8-4810-a259-82b6aec08e18,BLCA,0.0,21.0,0.0,1.0,23,1.0
172,3d6caf8d-c392-4f3e-9cee-f42ba3288527,BLCA,1.0,24.0,4.0,1.0,38,8.0
173,3e15d545-1d72-4306-a895-56c47fb8daed,BLCA,1.0,21.0,2.0,1.0,29,4.0
174,4003acb2-f7fd-457b-8df1-4a6bc0a94869,BLCA,1.0,20.0,4.0,1.0,26,0.0
175,4015b33f-5571-4afa-bca9-e562a98efd05,BLCA,0.0,17.0,1.0,1.0,30,11.0
176,408efb28-21e6-47be-9ad4-3e9037d02f78,BLCA,2.0,28.0,3.0,2.0,40,5.0
177,41246cd8-f1a6-4251-9abe-6c71ddd7060c,BLCA,1.0,34.0,4.0,2.0,44,3.0
178,419589b8-b02d-4b58-902c-da60a44e544d,BLCA,0.0,30.0,6.0,0.0,36,0.0
179,41d42b27-f7b1-4504-bb64-d7b888646368,BLCA,0.0,12.0,0.0,2.0,15,1.0
180,428cf63a-da4f-4281-803b-f306092fc098,BLCA,1.0,39.0,4.0,0.0,59,15.0
181,435e79dd-61ab-43e0-99b1-719f95774819,BLCA,0.0,9.0,1.0,3.0,18,5.0
182,453e609e-7030-461f-8e75-3417ea434459,BLCA,1.0,21.0,3.0,0.0,26,1.0
183,458f4793-a876-4e82-baf1-2e61a030c39a,BLCA,0.0,10.0,3.0,1.0,18,4.0
184,459ce800-7bab-428d-aeff-323609e11707,BLCA,0.0,12.0,0.0,1.0,16,3.0
185,45bac716-3d4c-48da-b0ac-6c2530186e34,BLCA,1.0,6.0,1.0,1.0,11,2.0
186,463b5df6-0fed-4160-9b2f-d493912b2eae,BLCA,0.0,12.0,1.0,0.0,17,4.0
187,47839969-c328-4de6-975b-a8b1fd75132b,BLCA,0.0,19.0,0.0,1.0,22,2.0
188,48b592e3-26ca-4eae-8fbb-c436e4a6a607,BLCA,0.0,4.0,0.0,1.0,5,0.0
189,48ce8b44-ee12-4527-84c2-34452b6d21c5,BLCA,2.0,26.0,0.0,0.0,35,7.0
190,493e22e7-41d9-420c-84f2-9b17cf343481,BLCA,2.0,28.0,3.0,1.0,42,8.0
191,49a05d57-2216-40c5-9d0d-2568fd3f4875,BLCA,2.0,21.0,3.0,1.0,30,3.0
192,49b356ac-e098-44a5-bad9-a649d86c763c,BLCA,0.0,12.0,1.0,1.0,14,0.0
193,4a1c4fb5-c044-48ef-b199-7819a0ad1bf9,BLCA,1.0,22.0,3.0,1.0,28,1.0
194,4bf231b1-636f-4a9e-aceb-9c7a5e0abbb9,BLCA,2.0,27.0,4.0,0.0,41,8.0
195,4c92b93d-854a-482a-9c6a-586c3f048ad7,BLCA,0.0,20.0,3.0,0.0,24,1.0
196,4cbb4bf8-7a71-4a14-ace8-d76728b3e214,BLCA,6.0,37.0,5.0,0.0,48,0.0
197,4d095c7c-d644-4d7e-bebe-c7ada8c7d481,BLCA,2.0,56.0,6.0,1.0,73,8.0
198,4d62db96-ce8e-45a1-9854-df5efa4e40a6,BLCA,0.0,12.0,1.0,0.0,18,5.0
199,4da519db-3634-47a0-9467-6c602d614ba4,BLCA,1.0,18.0,3.0,2.0,28,4.0
200,4e2e0294-ed2e-4410-a860-df5f708bcd77,BLCA,1.0,18.0,2.0,0.0,24,3.0
201,4f1e0c49-860c-430a-a7bd-d0df6db7a4ab,BLCA,4.0,26.0,5.0,1.0,73,37.0
202,4f704776-3d62-4369-beaa-947ef7a18781,BLCA,1.0,48.0,3.0,1.0,57,4.0
203,4f953a73-bba5-45f3-a4e0-603e0d3ec1b3,BLCA,1.0,24.0,3.0,1.0,34,5.0
204,4fd2fb16-830e-422e-a917-c9d55c011632,BLCA,4.0,23.0,0.0,0.0,27,0.0
205,500953b2-5733-408c-af60-9cb4c1fddf1d,BLCA,1.0,18.0,0.0,1.0,26,6.0
206,513f70f4-4d2c-41d5-8a16-feab6176dc27,BLCA,1.0,36.0,8.0,0.0,49,4.0
207,52299a18-ce69-40ca-841d-4bb3a551d18d,BLCA,1.0,34.0,0.0,1.0,45,9.0
208,541b8231-a877-4d96-a314-db7c4694e242,BLCA,2.0,24.0,3.0,1.0,33,3.0
209,545434eb-a4ea-4a83-a620-e428ab8d73af,BLCA,1.0,15.0,0.0,0.0,20,4.0
210,54af5679-5126-4b75-b71a-be8063f21c8d,BLCA,4.0,22.0,0.0,1.0,42,15.0
211,5595b89d-0e83-4a8e-84bd-091cde17edb7,BLCA,0.0,13.0,4.0,0.0,20,3.0
212,55c75296-eeb9-4e7a-8e5d-41ca7139bfac,BLCA,0.0,28.0,1.0,0.0,30,1.0
213,577680c1-5559-44b3-a2f2-29726f4f4da6,BLCA,0.0,9.0,1.0,1.0,13,2.0
214,57ef229f-0583-4286-b03e-8673b5b227a3,BLCA,0.0,6.0,2.0,0.0,8,0.0
215,580db980-1cd5-4b84-b55d-4f9c471cbfc7,BLCA,0.0,22.0,3.0,0.0,27,2.0
216,58bc9022-e74d-4897-9487-bc7b98813043,BLCA,2.0,20.0,1.0,1.0,24,0.0
217,58dae173-2e86-41c1-9511-1f2ed4057971,BLCA,2.0,23.0,7.0,1.0,33,0.0
218,5925d60c-0a3e-4390-9e5f-a31fbca3e296,BLCA,1.0,12.0,2.0,1.0,22,6.0
219,59d4b416-a414-46c7-b93f-cf5d93a553f0,BLCA,1.0,20.0,1.0,2.0,24,0.0
220,59e853a6-a6d5-4838-8d91-86b2d948a5d5,BLCA,1.0,19.0,2.0,2.0,28,4.0
221,5a2e3dce-732a-4e6b-bfad-6ee10e953b2c,BLCA,1.0,25.0,3.0,0.0,30,1.0
222,5a69bfff-3aca-4ed3-ab8a-acc041072d41,BLCA,0.0,31.0,3.0,1.0,38,3.0
223,5ae2f6a4-8dff-471f-9139-76efd49bf3f7,BLCA,0.0,17.0,6.0,1.0,27,3.0
224,5aefaa97-9594-4132-a63c-9cdc3fa3cb6b,BLCA,0.0,16.0,0.0,1.0,23,6.0
225,5be41a6b-f382-43e0-9936-010d004527b9,BLCA,2.0,32.0,4.0,3.0,45,4.0
226,5c19954b-9b3c-4ac0-91e6-e5d5491f7b41,BLCA,1.0,29.0,1.0,0.0,35,4.0
227,5cc45770-1302-4604-ba78-f8dc2402811f,BLCA,0.0,11.0,0.0,0.0,11,0.0
228,5dc29dde-a5e5-49b2-85ba-73d651e6cba1,BLCA,0.0,11.0,1.0,0.0,16,4.0
229,5eefd955-8eb7-4339-bacc-7cfcdc73a9f7,BLCA,1.0,7.0,0.0,0.0,9,1.0
230,5f53d5fe-fe4f-4dae-97cd-3eab82d6639a,BLCA,5.0,42.0,5.0,1.0,61,8.0
231,60ee6810-7016-4399-84b7-09eba7d41134,BLCA,0.0,6.0,0.0,1.0,10,3.0
232,6111ec8b-a479-4eec-8b7e-47f870f03e86,BLCA,1.0,13.0,0.0,0.0,16,2.0
233,6170827a-5f91-4473-a894-5683396ac5e5,BLCA,0.0,4.0,3.0,0.0,7,0.0
234,61c757d3-a6b0-466b-b9ae-dfea495a0a8e,BLCA,1.0,18.0,1.0,0.0,20,0.0
235,623461b6-855a-49d6-b85f-5cb12a4af670,BLCA,0.0,32.0,2.0,1.0,41,6.0
236,628dd2b0-3462-4115-9185-639e0758932d,BLCA,1.0,21.0,3.0,1.0,39,13.0
237,62c3571c-c7c4-4603-b5de-60233dbf401e,BLCA,0.0,6.0,2.0,1.0,10,1.0
238,63025bdd-8855-4b74-8fcf-997dd302ab56,BLCA,1.0,33.0,0.0,0.0,39,5.0
239,63f9dcf2-9910-47d5-9583-893a41d61ede,BLCA,1.0,22.0,1.0,0.0,28,4.0
240,64c36015-ee31-4d47-880f-947857bef468,BLCA,0.0,31.0,7.0,1.0,56,17.0
241,651e4b4c-68b9-4c74-a50b-6947eeaa1d40,BLCA,0.0,14.0,2.0,0.0,18,2.0
242,65421dd9-69f7-4445-8f91-b394c1a30caf,BLCA,0.0,16.0,1.0,0.0,17,0.0
243,6547dc51-a674-4391-a293-1d4bb64b2ceb,BLCA,0.0,33.0,3.0,1.0,41,4.0
244,65bb95bf-c1dd-4da7-981a-8a0e8ae48d9a,BLCA,0.0,24.0,2.0,1.0,39,12.0
245,65e0dc6d-c2d3-4868-bd6f-7e140be208c7,BLCA,0.0,24.0,0.0,1.0,26,1.0
246,66a6beb7-39d6-42dc-b53a-2d61f49df5b3,BLCA,0.0,18.0,2.0,0.0,26,6.0
247,674dea3f-d8fa-4f9b-bb82-1a50fa160416,BLCA,1.0,17.0,1.0,1.0,25,5.0
248,67d1b726-211d-4836-b274-dbe4a00baa29,BLCA,2.0,22.0,3.0,0.0,27,0.0
249,68da461f-5672-4413-8173-05f314c02bb0,BLCA,0.0,18.0,2.0,0.0,25,5.0
250,6a9a964d-2c31-409b-ad2f-3ae263f21b69,BLCA,1.0,8.0,0.0,1.0,17,7.0
